,city,state,address,geom,latitude,longitude
1415,Lewistown,PA,"Lewistown,PA,USA","(40.5992395, -77.571382)",40.5992395,-77.571382
1416,Middletown,DE,"Middletown,DE,USA","(39.4496857, -75.7166811)",39.4496857,-75.7166811
1417,San Mateo,CA,"San Mateo,CA,USA","(37.496904, -122.3330573)",37.496904,-122.3330573
1418,Balch Springs,TX,"Balch Springs,TX,USA","(32.7287413, -96.6227714)",32.7287413,-96.6227714
1419,Papaaloa,HI,"Papaaloa,HI,USA","(19.9742591, -155.2207595)",19.9742591,-155.2207595
1420,Eldorado,NM,"Eldorado,NM,USA","(35.521201500000004, -105.93490733180933)",35.521201500000004,-105.93490733180933
1421,Tom,OK,"Tom,OK,USA","(33.7359468, -94.5729863)",33.7359468,-94.5729863
1422,University City,CA,"University City,CA,USA","(32.8547865, -117.2040305)",32.8547865,-117.2040305
1423,Grand Rapids,MI,"Grand Rapids,MI,USA","(42.9632405, -85.6678639)",42.9632405,-85.6678639
1424,Peachtree City,GA,"Peachtree City,GA,USA","(33.3967829, -84.5957629)",33.3967829,-84.5957629
1425,Katy,TX,"Katy,TX,USA","(29.7857853, -95.8243956)",29.7857853,-95.8243956
1426,Buffalo,NY,"Buffalo,NY,USA","(42.8867166, -78.8783922)",42.8867166,-78.8783922
1427,Bridgeport,CT,"Bridgeport,CT,USA","(41.1670412, -73.2048348)",41.1670412,-73.2048348
1428,Lexington,SC,"Lexington,SC,USA","(33.8986841, -81.275054)",33.8986841,-81.275054
1429,Tiffin,OH,"Tiffin,OH,USA","(41.114485, -83.1779537)",41.114485,-83.1779537
1430,Brighton Township,MI,"Brighton Township,MI,USA","(42.5622222, -83.7305556)",42.5622222,-83.7305556
1432,Baldwin County,AL,"Baldwin County,AL,USA","(30.5677527, -87.7324392)",30.5677527,-87.7324392
1433,Jupiter,FL,"Jupiter,FL,USA","(26.9260832, -80.12108914060954)",26.9260832,-80.12108914060954
1434,West Allis,WI,"West Allis,WI,USA","(43.0166806, -88.0070315)",43.0166806,-88.0070315
1435,Del Mar,CA,"Del Mar,CA,USA","(32.9594891, -117.2653146)",32.9594891,-117.2653146
1436,Wewoka,OK,"Wewoka,OK,USA","(35.1586902, -96.4933457)",35.1586902,-96.4933457
1437,Tustin,CA,"Tustin,CA,USA","(33.7458511, -117.826166)",33.7458511,-117.826166
1438,Three Forks,MT,"Three Forks,MT,USA","(45.892606, -111.551448)",45.892606,-111.551448
1440,Belgrade,ME,"Belgrade,ME,USA","(44.447507, -69.833221)",44.447507,-69.833221
1441,Appleton,WI,"Appleton,WI,USA","(44.2611337, -88.4067604)",44.2611337,-88.4067604
1442,Converse,LA,"Converse,LA,USA","(29.5180081, -98.3161241)",29.5180081,-98.3161241
1443,Mountain Home,ID,"Mountain Home,ID,USA","(43.1329504, -115.6911975)",43.1329504,-115.6911975
1444,Pahrump,NV,"Pahrump,NV,USA","(36.2083012, -115.9839128)",36.2083012,-115.9839128
1445,Canton,OH,"Canton,OH,USA","(40.7989522, -81.3784445)",40.7989522,-81.3784445
1446,San Rafael,NM,"San Rafael,NM,USA","(35.1123205, -107.8824384)",35.1123205,-107.8824384
1447,Oneida,TN,"Oneida,TN,USA","(36.4981341, -84.5127162)",36.4981341,-84.5127162
1448,Austell,GA,"Austell,GA,USA","(33.8126059, -84.6343783)",33.8126059,-84.6343783
1449,Cary,NC,"Cary,NC,USA","(35.7883046, -78.7811964)",35.7883046,-78.7811964
1450,Arundel,ME,"Arundel,ME,USA","(43.3825857, -70.4778292)",43.3825857,-70.4778292
1451,Vacaville,CA,"Vacaville,CA,USA","(38.3565773, -121.9877444)",38.3565773,-121.9877444
1452,Gerrardstown,WV,"Gerrardstown,WV,USA","(39.3703778, -78.0955563)",39.3703778,-78.0955563
1453,Hesperia,CA,"Hesperia,CA,USA","(34.4263886, -117.3008784)",34.4263886,-117.3008784
1454,Centennial,CO,"Centennial,CO,USA","(39.5680644, -104.97783081285026)",39.5680644,-104.97783081285026
1455,Yulee,FL,"Yulee,FL,USA","(30.6319034, -81.6064866)",30.6319034,-81.6064866
1456,Abbeville,AL,"Abbeville,AL,USA","(31.5718352, -85.2504893)",31.5718352,-85.2504893
1457,Petal,MS,"Petal,MS,USA","(31.3465627, -89.2600605)",31.3465627,-89.2600605
1458,Callahan,FL,"Callahan,FL,USA","(30.5621807, -81.8306621)",30.5621807,-81.8306621
1459,Campo,CA,"Campo,CA,USA","(32.6130227, -116.4677244)",32.6130227,-116.4677244
1460,Bardstown,KY,"Bardstown,KY,USA","(37.8092279, -85.4669025)",37.8092279,-85.4669025
1461,Lakes Wales,FL,"Lakes Wales,FL,USA","(27.895166, -81.593596)",27.895166,-81.593596
1462,Gonzales County,TX,"Gonzales County,TX,USA","(29.4436555, -97.5108636)",29.4436555,-97.5108636
1463,Orrington,ME,"Orrington,ME,USA","(44.7311829, -68.8264258)",44.7311829,-68.8264258
1464,Dundalk,MD,"Dundalk,MD,USA","(39.2574114, -76.5236745)",39.2574114,-76.5236745
1465,Hudson,NC,"Hudson,NC,USA","(35.8484645, -81.4959267)",35.8484645,-81.4959267
1466,Roland,OK,"Roland,OK,USA","(35.4212021, -94.5146616)",35.4212021,-94.5146616
1467,Lyons,IL,"Lyons,IL,USA","(41.811108, -87.8232695)",41.811108,-87.8232695
1468,North English,IA,"North English,IA,USA","(41.5138978, -92.0762891)",41.5138978,-92.0762891
1469,Abilene,TX,"Abilene,TX,USA","(32.44645, -99.7475905)",32.44645,-99.7475905
1470,Plano,TX,"Plano,TX,USA","(33.0136764, -96.6925096)",33.0136764,-96.6925096
1471,Trosper,KY,"Trosper,KY,USA","(36.7884194, -83.8190885)",36.7884194,-83.8190885
1472,Cade,LA,"Cade,LA,USA","(34.0987074, -95.9899824)",34.0987074,-95.9899824
1473,Selma,CA,"Selma,CA,USA","(36.5707838, -119.6120765)",36.5707838,-119.6120765
1474,Jerseyville,IL,"Jerseyville,IL,USA","(39.1200471, -90.3284479)",39.1200471,-90.3284479
1475,Hampton,NH,"Hampton,NH,USA","(42.9304376, -70.824896)",42.9304376,-70.824896
1476,Alexandria,VA,"Alexandria,VA,USA","(38.8147596, -77.09024765272724)",38.8147596,-77.09024765272724
1477,Somerville,TN,"Somerville,TN,USA","(35.2436969, -89.3500714)",35.2436969,-89.3500714
1478,Newton,NH,"Newton,NH,USA","(42.8695335, -71.0345018)",42.8695335,-71.0345018
1479,Water Valley,MS,"Water Valley,MS,USA","(34.1514989, -89.6314736)",34.1514989,-89.6314736
1480,Madera,CA,"Madera,CA,USA","(36.9418115, -120.17143817857144)",36.9418115,-120.17143817857144
1481,Montebello,CA,"Montebello,CA,USA","(34.0159398, -118.111975)",34.0159398,-118.111975
1482,Waukesha,WI,"Waukesha,WI,USA","(43.0116784, -88.2314813)",43.0116784,-88.2314813
1483,Franklin,TN,"Franklin,TN,USA","(35.925193, -86.8689365)",35.925193,-86.8689365
1484,St. Clair Township,OH,"St. Clair Township,OH,USA","(39.45054435, -84.53333561377593)",39.45054435,-84.53333561377593
1485,Lehigh,KS,"Lehigh,KS,USA","(38.3727872, -97.3030858)",38.3727872,-97.3030858
1486,Nevada,MO,"Nevada,MO,USA","(37.8381108, -94.3596185)",37.8381108,-94.3596185
1487,Millerton,OK,"Millerton,OK,USA","(33.9859409, -95.0135582)",33.9859409,-95.0135582
1488,Florence,OR,"Florence,OR,USA","(43.9800086, -124.1013089)",43.9800086,-124.1013089
1489,Deer Park,AL,"Deer Park,AL,USA","(31.2168416, -88.317234)",31.2168416,-88.317234
1490,Rowe,NM,"Rowe,NM,USA","(35.4917053, -105.6752935)",35.4917053,-105.6752935
1491,Marietta,GA,"Marietta,GA,USA","(33.9528472, -84.5496148)",33.9528472,-84.5496148
1492,Lawndale,IL,"Lawndale,IL,USA","(33.8885217, -118.3531991)",33.8885217,-118.3531991
1493,Fishers,IN,"Fishers,IN,USA","(39.9555928, -86.0138729)",39.9555928,-86.0138729
1494,Hillsboro,OR,"Hillsboro,OR,USA","(45.5228939, -122.989827)",45.5228939,-122.989827
1495,Bonaire,GA,"Bonaire,GA,USA","(32.5438429, -83.5960264)",32.5438429,-83.5960264
1496,Federal Heights,CO,"Federal Heights,CO,USA","(39.8591279, -105.015631)",39.8591279,-105.015631
1497,Vandalia,OH,"Vandalia,OH,USA","(39.8906122, -84.1988308)",39.8906122,-84.1988308
1498,Centerville,UT,"Centerville,UT,USA","(40.9180005, -111.8721601)",40.9180005,-111.8721601
1499,Richland,WA,"Richland,WA,USA","(46.2804298, -119.2752055)",46.2804298,-119.2752055
1500,Pleasant View,CO,"Pleasant View,CO,USA","(37.589434, -108.765101)",37.589434,-108.765101
1501,Maeystown,IL,"Maeystown,IL,USA","(38.224775, -90.233447)",38.224775,-90.233447
1502,Sallisaw,OK,"Sallisaw,OK,USA","(35.4603711, -94.7874463)",35.4603711,-94.7874463
1503,Madison,ME,"Madison,ME,USA","(44.7975598, -69.8797794)",44.7975598,-69.8797794
1504,Plant City,FL,"Plant City,FL,USA","(28.01806015, -82.11848198507127)",28.01806015,-82.11848198507127
1505,Mamou,LA,"Mamou,LA,USA","(30.6338092, -92.4192993)",30.6338092,-92.4192993
1506,Lacey,WA,"Lacey,WA,USA","(47.0263876, -122.8072257)",47.0263876,-122.8072257
1507,Crescent City,FL,"Crescent City,FL,USA","(29.4302514, -81.5106288)",29.4302514,-81.5106288
1508,Newton Grove,NC,"Newton Grove,NC,USA","(35.2454313, -78.3543933)",35.2454313,-78.3543933
1509,Uniontown,OH,"Uniontown,OH,USA","(40.9758992, -81.4072768)",40.9758992,-81.4072768
1510,Bainbridge Island,WA,"Bainbridge Island,WA,USA","(47.6262725, -122.5209287)",47.6262725,-122.5209287
1511,Mt Airy,MD,"Mt Airy,MD,USA","(39.3762145, -77.154704)",39.3762145,-77.154704
1512,North Branch,MN,"North Branch,MN,USA","(45.5113515, -92.9802176)",45.5113515,-92.9802176
1513,Poplar Bluff,MO,"Poplar Bluff,MO,USA","(36.7568327, -90.3957115)",36.7568327,-90.3957115
1514,Leavenworth,KS,"Leavenworth,KS,USA","(39.3113257, -94.922759)",39.3113257,-94.922759
1515,Golden Valley,AZ,"Golden Valley,AZ,USA","(35.2216745, -114.21755430809858)",35.2216745,-114.21755430809858
1516,Lake View,SC,"Lake View,SC,USA","(45.3233851, -68.9258708)",45.3233851,-68.9258708
1517,Grover Beach,CA,"Grover Beach,CA,USA","(35.1209452, -120.6218376)",35.1209452,-120.6218376
1518,Pima,AZ,"Pima,AZ,USA","(32.1112624, -111.6546163)",32.1112624,-111.6546163
1519,Crystal Springs,FL,"Crystal Springs,FL,USA","(28.185916, -82.1490420695828)",28.185916,-82.1490420695828
1520,Goodyear,AZ,"Goodyear,AZ,USA","(33.4353672, -112.3576005)",33.4353672,-112.3576005
1521,Culpeper,VA,"Culpeper,VA,USA","(38.4912207, -77.9618216)",38.4912207,-77.9618216
1522,Clay,AL,"Clay,AL,USA","(33.715158, -86.5866694493927)",33.715158,-86.5866694493927
1523,Springfield,OR,"Springfield,OR,USA","(44.0462362, -123.0220289)",44.0462362,-123.0220289
1524,Saginaw,MI,"Saginaw,MI,USA","(43.4200387, -83.9490365)",43.4200387,-83.9490365
1525,Neosho,MO,"Neosho,MO,USA","(36.8680861, -94.3691871)",36.8680861,-94.3691871
1526,Paulden,AZ,"Paulden,AZ,USA","(34.879892999999996, -112.47709873575306)",34.879892999999996,-112.47709873575306
1527,Spencer,MA,"Spencer,MA,USA","(42.2482063, -71.9938312)",42.2482063,-71.9938312
1528,Marion,AR,"Marion,AR,USA","(36.2378521, -92.6999559)",36.2378521,-92.6999559
1529,Vero Beach,FL,"Vero Beach,FL,USA","(27.6387163, -80.3975399)",27.6387163,-80.3975399
1530,Avenal,CA,"Avenal,CA,USA","(36.0041223, -120.1290272)",36.0041223,-120.1290272
1531,Wenatchee,WA,"Wenatchee,WA,USA","(47.4234599, -120.3103494)",47.4234599,-120.3103494
1532,Chowchilla,CA,"Chowchilla,CA,USA","(37.1122005, -120.28642556304729)",37.1122005,-120.28642556304729
1533,Homer,LA,"Homer,LA,USA","(59.6440876, -151.5401477)",59.6440876,-151.5401477
1534,Grand Terrace,CA,"Grand Terrace,CA,USA","(34.0339031, -117.3136544)",34.0339031,-117.3136544
1535,Glenville,NY,"Glenville,NY,USA","(42.8682502, -73.9282787)",42.8682502,-73.9282787
1536,Melba,ID,"Melba,ID,USA","(43.3732565, -116.53049457188587)",43.3732565,-116.53049457188587
1537,Norco,CA,"Norco,CA,USA","(33.9323307, -117.5508901)",33.9323307,-117.5508901
1538,Oshkosh,WI,"Oshkosh,WI,USA","(44.0206919, -88.5408574)",44.0206919,-88.5408574
1539,Los Banos,CA,"Los Banos,CA,USA","(37.0592253, -120.8505342)",37.0592253,-120.8505342
1540,Mt. Airy,NC,"Mt. Airy,NC,USA","(36.4993297, -80.6071609)",36.4993297,-80.6071609
1541,Coushatta,LA,"Coushatta,LA,USA","(32.0148834, -93.3421165)",32.0148834,-93.3421165
1542,Richmond,CA,"Richmond,CA,USA","(37.9357576, -122.3477486)",37.9357576,-122.3477486
1543,Mannington,WV,"Mannington,WV,USA","(39.5309169, -80.343418)",39.5309169,-80.343418
1544,Lima,OH,"Lima,OH,USA","(40.7399785, -84.105006)",40.7399785,-84.105006
1545,Surfside Beach,SC,"Surfside Beach,SC,USA","(28.9444142, -95.2888257)",28.9444142,-95.2888257
1546,Spanish Springs,NV,"Spanish Springs,NV,USA","(39.647037, -119.6741101247495)",39.647037,-119.6741101247495
1547,Lauderdale County,MS,"Lauderdale County,MS,USA","(32.3905206, -88.689636)",32.3905206,-88.689636
1548,Marine City,MI,"Marine City,MI,USA","(42.719777, -82.492218)",42.719777,-82.492218
1549,Mead Township,PA,"Mead Township,PA,USA","(41.86578495, -78.94571122757272)",41.86578495,-78.94571122757272
1550,New Straitsville,OH,"New Straitsville,OH,USA","(39.577847, -82.2376489)",39.577847,-82.2376489
1551,Santa Rosa,CA,"Santa Rosa,CA,USA","(38.4404925, -122.7141049)",38.4404925,-122.7141049
1552,Bon Aqua,TN,"Bon Aqua,TN,USA","(35.953397, -87.3269558)",35.953397,-87.3269558
1553,North Bergen,NJ,"North Bergen,NJ,USA","(40.8042674, -74.012084)",40.8042674,-74.012084
1554,Blue Summit,MO,"Blue Summit,MO,USA","(37.9119944, -90.7081846)",37.9119944,-90.7081846
1555,Junction City,KS,"Junction City,KS,USA","(39.0286093, -96.8313978)",39.0286093,-96.8313978
1556,Dalton,IL,"Dalton,IL,USA","(46.173849, -95.915609)",46.173849,-95.915609
1557,Dyer,IN,"Dyer,IN,USA","(41.4942021, -87.5217068)",41.4942021,-87.5217068
1558,Channelview,TX,"Channelview,TX,USA","(29.7760599, -95.1146533)",29.7760599,-95.1146533
1560,Habersham,GA,"Habersham,GA,USA","(34.6270741, -83.5016755)",34.6270741,-83.5016755
1561,La Crosse,WI,"La Crosse,WI,USA","(43.8014053, -91.2395429)",43.8014053,-91.2395429
1562,Cosby,TN,"Cosby,TN,USA","(35.8173184, -83.2468213)",35.8173184,-83.2468213
1563,Thomasville,GA,"Thomasville,GA,USA","(30.8365815, -83.9787808)",30.8365815,-83.9787808
1564,Livermore,CA,"Livermore,CA,USA","(37.6820583, -121.7680531)",37.6820583,-121.7680531
1565,Crenshaw County,AL,"Crenshaw County,AL,USA","(31.6809362, -86.3244009)",31.6809362,-86.3244009
1566,Bloomfield,NJ,"Bloomfield,NJ,USA","(40.806767, -74.1854226)",40.806767,-74.1854226
1567,Fairchance,PA,"Fairchance,PA,USA","(39.8247986, -79.7544923)",39.8247986,-79.7544923
1568,Yellville,AR,"Yellville,AR,USA","(36.2261815, -92.6848876)",36.2261815,-92.6848876
1569,Brick,NJ,"Brick,NJ,USA","(40.0707244, -74.1280562)",40.0707244,-74.1280562
1570,Morganton,NC,"Morganton,NC,USA","(35.7454291, -81.6870837)",35.7454291,-81.6870837
1571,Franklin,WI,"Franklin,WI,USA","(42.888627, -88.0384195)",42.888627,-88.0384195
1572,Steubenville,OH,"Steubenville,OH,USA","(40.3697905, -80.6339638)",40.3697905,-80.6339638
1573,Pardeeville,WI,"Pardeeville,WI,USA","(43.5377608, -89.3001174)",43.5377608,-89.3001174
1574,Orcutt,CA,"Orcutt,CA,USA","(34.8650717, -120.4366904)",34.8650717,-120.4366904
1575,Durham,CA,"Durham,CA,USA","(39.6460634, -121.8001235)",39.6460634,-121.8001235
1576,Waterford Township,MI,"Waterford Township,MI,USA","(42.6706391, -83.3896241)",42.6706391,-83.3896241
1577,Lemon Grove,CA,"Lemon Grove,CA,USA","(32.7425516, -117.0314172)",32.7425516,-117.0314172
1578,Orange,NJ,"Orange,NJ,USA","(40.77117355, -74.23102475098881)",40.77117355,-74.23102475098881
1579,Sunrise,FL,"Sunrise,FL,USA","(26.1482449, -80.32888594100868)",26.1482449,-80.32888594100868
1580,Woodville,GA,"Woodville,GA,USA","(33.6715142, -83.1059865)",33.6715142,-83.1059865
1581,Pine Bluff,AR,"Pine Bluff,AR,USA","(34.2157064, -92.0140402)",34.2157064,-92.0140402
1582,Farmington,NM,"Farmington,NM,USA","(36.7291152, -108.2054451)",36.7291152,-108.2054451
1583,Kettering,OH,"Kettering,OH,USA","(39.6895036, -84.1688274)",39.6895036,-84.1688274
1584,Sharpsburg,KY,"Sharpsburg,KY,USA","(38.2020214, -83.9293681)",38.2020214,-83.9293681
1585,New Milford,CT,"New Milford,CT,USA","(41.5770993, -73.4105803)",41.5770993,-73.4105803
1586,Jacksonville,AL,"Jacksonville,AL,USA","(33.8269995, -85.78319335989826)",33.8269995,-85.78319335989826
1587,Lincoln Parish,LA,"Lincoln Parish,LA,USA","(32.598162, -92.6792848)",32.598162,-92.6792848
1588,Watagua,TX,"Watagua,TX,USA","(43.777973, -123.0875531)",43.777973,-123.0875531
1589,Fort Myers,FL,"Fort Myers,FL,USA","(26.640628, -81.8723084)",26.640628,-81.8723084
1590,Poultney,VT,"Poultney,VT,USA","(43.51716295, -73.23342316804965)",43.51716295,-73.23342316804965
1591,Mount Hope,WI,"Mount Hope,WI,USA","(42.9672091, -90.8590158)",42.9672091,-90.8590158
1592,Pittsfield,MA,"Pittsfield,MA,USA","(42.451302, -73.260018)",42.451302,-73.260018
1593,Longview,WA,"Longview,WA,USA","(46.1377048, -122.9344623)",46.1377048,-122.9344623
1594,Columbus,GA,"Columbus,GA,USA","(32.4609764, -84.9877094)",32.4609764,-84.9877094
1595,Kendale Lakes,FL,"Kendale Lakes,FL,USA","(25.70633095, -80.4068717788021)",25.70633095,-80.4068717788021
1596,Monett,MO,"Monett,MO,USA","(36.9289518, -93.9277149)",36.9289518,-93.9277149
1597,Arcata,CA,"Arcata,CA,USA","(40.866517, -124.08284)",40.866517,-124.08284
1598,Youngtown,AZ,"Youngtown,AZ,USA","(33.5937302, -112.3033265)",33.5937302,-112.3033265
1599,Huntersville,NC,"Huntersville,NC,USA","(35.410845, -80.8429094)",35.410845,-80.8429094
1600,Great Falls,MT,"Great Falls,MT,USA","(47.5048851, -111.2918908)",47.5048851,-111.2918908
1601,Hixson,TN,"Hixson,TN,USA","(35.229513, -85.292897)",35.229513,-85.292897
1602,Bassett,CA,"Bassett,CA,USA","(34.0497323, -117.9967323)",34.0497323,-117.9967323
1603,Quartzsite,AZ,"Quartzsite,AZ,USA","(33.6639137, -114.2299486)",33.6639137,-114.2299486
1604,Frametown,WV,"Frametown,WV,USA","(38.6378762, -80.8584357)",38.6378762,-80.8584357
1605,Haymarket,VA,"Haymarket,VA,USA","(38.8121398, -77.6368038)",38.8121398,-77.6368038
1606,Oak Harbor,WA,"Oak Harbor,WA,USA","(48.2931559, -122.6432245)",48.2931559,-122.6432245
1607,West Milford,WV,"West Milford,WV,USA","(39.2009243, -80.4042579)",39.2009243,-80.4042579
1608,Monroe,NC,"Monroe,NC,USA","(34.9854275, -80.5495112)",34.9854275,-80.5495112
1609,Independence,VA,"Independence,VA,USA","(36.6223478, -81.150923)",36.6223478,-81.150923
1610,Bernice,LA,"Bernice,LA,USA","(35.2500844, -93.1296187)",35.2500844,-93.1296187
1611,La Porte,TX,"La Porte,TX,USA","(29.6657838, -95.0193729)",29.6657838,-95.0193729
1612,Peoria,IL,"Peoria,IL,USA","(40.6938609, -89.5891008)",40.6938609,-89.5891008
1613,Boswell,OK,"Boswell,OK,USA","(34.0273209, -95.8691422)",34.0273209,-95.8691422
1614,Rockwall,TX,"Rockwall,TX,USA","(32.8923464, -96.4066987)",32.8923464,-96.4066987
1615,Oceanside,CA,"Oceanside,CA,USA","(33.1958696, -117.3794834)",33.1958696,-117.3794834
1616,New Castle,IN,"New Castle,IN,USA","(39.9289351, -85.3702477)",39.9289351,-85.3702477
1617,Palmetto,FL,"Palmetto,FL,USA","(27.5214269, -82.5723193)",27.5214269,-82.5723193
1618,Fairview,TN,"Fairview,TN,USA","(35.9820074, -87.1213953)",35.9820074,-87.1213953
1619,Coolin,ID,"Coolin,ID,USA","(48.4796414, -116.8493715)",48.4796414,-116.8493715
1620,Spring Hill,FL,"Spring Hill,FL,USA","(28.483576, -82.5338633376176)",28.483576,-82.5338633376176
1621,Griffin,GA,"Griffin,GA,USA","(33.2467807, -84.2640904)",33.2467807,-84.2640904
1623,Palatka,FL,"Palatka,FL,USA","(29.6487882, -81.6372111)",29.6487882,-81.6372111
1624,Hialeah,FL,"Hialeah,FL,USA","(25.8575963, -80.2781057)",25.8575963,-80.2781057
1625,West Burlington,IA,"West Burlington,IA,USA","(40.8250971, -91.1565356)",40.8250971,-91.1565356
1626,Canton Township,PA,"Canton Township,PA,USA","(40.2012965, -80.29993725183743)",40.2012965,-80.29993725183743
1627,Seward,AK,"Seward,AK,USA","(60.104202, -149.4426113)",60.104202,-149.4426113
1628,North Fort Collins,CO,"North Fort Collins,CO,USA","(40.5538973, -105.09960092063525)",40.5538973,-105.09960092063525
1629,Parkton,NC,"Parkton,NC,USA","(34.9026635, -79.0116971)",34.9026635,-79.0116971
1630,West Ouachita,LA,"West Ouachita,LA,USA","(33.5680929, -92.9355875)",33.5680929,-92.9355875
1631,Jefferson City,MO,"Jefferson City,MO,USA","(38.577359, -92.1724265)",38.577359,-92.1724265
1632,Canandaigua,NY,"Canandaigua,NY,USA","(42.8858579, -77.2799761)",42.8858579,-77.2799761
1633,Thomas County,GA,"Thomas County,GA,USA","(30.8686259, -83.9471866)",30.8686259,-83.9471866
1634,Hiram,GA,"Hiram,GA,USA","(33.8756601, -84.7621592)",33.8756601,-84.7621592
1635,Finney County,KS,"Finney County,KS,USA","(38.0452481, -100.8199963)",38.0452481,-100.8199963
1636,Leeds,AL,"Leeds,AL,USA","(33.506102, -86.61711816402307)",33.506102,-86.61711816402307
1637,Golden,CO,"Golden,CO,USA","(39.755543, -105.2210997)",39.755543,-105.2210997
1638,Perryopolis,PA,"Perryopolis,PA,USA","(40.0871147, -79.7507138)",40.0871147,-79.7507138
1639,Duarte,CA,"Duarte,CA,USA","(34.1394513, -117.9772873)",34.1394513,-117.9772873
1640,Charleston,WV,"Charleston,WV,USA","(38.3505995, -81.6332812)",38.3505995,-81.6332812
1641,Abingdon,VA,"Abingdon,VA,USA","(36.7095788, -81.9774878)",36.7095788,-81.9774878
1642,Pinetop-Lakeside,AZ,"Pinetop-Lakeside,AZ,USA","(34.1425438, -109.9603843)",34.1425438,-109.9603843
1643,Rochester,WA,"Rochester,WA,USA","(46.8218166, -123.0958571)",46.8218166,-123.0958571
1644,Valdez,CO,"Valdez,CO,USA","(37.1222427, -104.7019346)",37.1222427,-104.7019346
1645,Wayne County,KY,"Wayne County,KY,USA","(36.7822106, -84.8250848)",36.7822106,-84.8250848
1646,Charlottesville,VA,"Charlottesville,VA,USA","(38.029306, -78.4766781)",38.029306,-78.4766781
1647,Simpsonville,SC,"Simpsonville,SC,USA","(34.7370639, -82.2542834)",34.7370639,-82.2542834
1648,Picture Rocks,AZ,"Picture Rocks,AZ,USA","(32.34284125, -111.24743806501687)",32.34284125,-111.24743806501687
1649,Kingwood,TX,"Kingwood,TX,USA","(30.0497077, -95.1846301)",30.0497077,-95.1846301
1650,Hampton,VA,"Hampton,VA,USA","(37.0300969, -76.3452057)",37.0300969,-76.3452057
1651,Clearwater,FL,"Clearwater,FL,USA","(27.9658533, -82.8001026)",27.9658533,-82.8001026
1652,Kings Mountain,NC,"Kings Mountain,NC,USA","(35.2450607, -81.3410516)",35.2450607,-81.3410516
1653,Moraine,OH,"Moraine,OH,USA","(39.7061702, -84.2193849)",39.7061702,-84.2193849
1654,Fort Smith,OK,"Fort Smith,OK,USA","(35.3970354, -94.4399375)",35.3970354,-94.4399375
1655,Cloverdale,CA,"Cloverdale,CA,USA","(38.776218, -122.99300818666057)",38.776218,-122.99300818666057
1656,Girard,OH,"Girard,OH,USA","(41.153947, -80.701466)",41.153947,-80.701466
1657,Crandon,WI,"Crandon,WI,USA","(45.571907, -88.902892)",45.571907,-88.902892
1658,Shelbyville,KY,"Shelbyville,KY,USA","(38.2120144, -85.2235666)",38.2120144,-85.2235666
1659,Standing Rock Reservation,ND,"Standing Rock Reservation,ND,USA","(35.8034739, -108.357466)",35.8034739,-108.357466
1660,Plymouth Township,PA,"Plymouth Township,PA,USA","(40.109412750000004, -75.29834666183419)",40.109412750000004,-75.29834666183419
1661,Norwich,CT,"Norwich,CT,USA","(41.5242649, -72.0759105)",41.5242649,-72.0759105
1662,Fairhope,AL,"Fairhope,AL,USA","(30.507956, -87.89742922432941)",30.507956,-87.89742922432941
1663,Erie,PA,"Erie,PA,USA","(42.1294712, -80.0852695)",42.1294712,-80.0852695
1664,Horseheads,NY,"Horseheads,NY,USA","(42.167019, -76.8205119)",42.167019,-76.8205119
1665,Indiantown,FL,"Indiantown,FL,USA","(27.0273407, -80.4820908)",27.0273407,-80.4820908
1666,Black River Falls,WI,"Black River Falls,WI,USA","(44.2952152, -90.8484137)",44.2952152,-90.8484137
1667,Polk County,OR,"Polk County,OR,USA","(44.879673, -123.4599594)",44.879673,-123.4599594
1668,Tate County,MS,"Tate County,MS,USA","(34.6391489, -89.9335244)",34.6391489,-89.9335244
1669,King of Prussia,PA,"King of Prussia,PA,USA","(40.0908111, -75.3832484)",40.0908111,-75.3832484
1670,Livingston,TN,"Livingston,TN,USA","(36.3833961, -85.3230221)",36.3833961,-85.3230221
1671,Anniston,AL,"Anniston,AL,USA","(33.695381, -85.83984227882328)",33.695381,-85.83984227882328
1672,Pippa Passes,KY,"Pippa Passes,KY,USA","(37.334822, -82.8740498)",37.334822,-82.8740498
1673,Inkster,MI,"Inkster,MI,USA","(42.2942045, -83.3099303)",42.2942045,-83.3099303
1674,Port Orange,FL,"Port Orange,FL,USA","(29.101628050000002, -81.01059617608054)",29.101628050000002,-81.01059617608054
1675,Batesville,AR,"Batesville,AR,USA","(35.769799, -91.6409722)",35.769799,-91.6409722
1676,Ohatchee,AL,"Ohatchee,AL,USA","(33.7834324, -86.0024703)",33.7834324,-86.0024703
1677,Clarksville,AR,"Clarksville,AR,USA","(35.4714724, -93.4665731)",35.4714724,-93.4665731
1678,Owen County,IN,"Owen County,IN,USA","(39.2984518, -86.8508562)",39.2984518,-86.8508562
1679,Meridian,MS,"Meridian,MS,USA","(32.3643098, -88.703656)",32.3643098,-88.703656
1681,Lynchburg,VA,"Lynchburg,VA,USA","(37.4137536, -79.1422464)",37.4137536,-79.1422464
1682,Forest Park,GA,"Forest Park,GA,USA","(33.6220542, -84.3690918)",33.6220542,-84.3690918
1683,Clinton,TN,"Clinton,TN,USA","(36.1034126, -84.1318632)",36.1034126,-84.1318632
1684,Odanah,WI,"Odanah,WI,USA","(46.6082759, -90.696851)",46.6082759,-90.696851
